1574729555.135354,0
1574729555.240756,39
1574729555.351195,85
1574729555.456656,100
1574729555.562037,100
1574729555.665481,99
1574729555.778056,100
1574729555.886960,100
1574729555.990639,99
1574729556.095194,100
1574729556.199055,98
1574729556.301852,99
1574729556.404864,100
1574729556.509536,99
1574729556.613410,99
1574729556.716665,100
1574729556.819801,99
1574729556.923544,99
1574729557.028279,99
1574729557.131844,99
1574729557.237363,99
1574729557.340214,100
1574729557.443159,79
1574729557.546721,98
1574729557.649847,97
1574729557.753074,55
1574729557.863402,51
1574729557.975194,50
1574729558.080642,51
1574729558.186512,51
1574729558.293398,50
1574729558.396305,54
1574729558.499852,53
1574729558.604779,54
1574729558.708496,55
1574729558.812080,56
1574729558.916869,61
1574729559.019595,69
1574729559.123257,72
1574729559.228760,83
1574729559.332334,64
1574729559.436296,56
1574729559.539201,61
1574729559.641981,64
1574729559.746763,64
1574729559.849787,74
1574729559.952063,87
1574729560.055218,82
1574729560.159048,59
1574729560.261459,57
1574729560.365272,63
1574729560.477912,66
1574729560.582566,65
1574729560.685320,75
1574729560.790643,85
1574729560.898023,85
1574729561.002015,58
1574729561.108342,58
1574729561.211187,56
1574729561.313736,55
1574729561.418108,55
1574729561.520712,57
1574729561.624882,56
1574729561.730577,56
1574729561.836736,56
1574729561.940993,57
1574729562.045005,58
1574729562.148534,57
1574729562.251324,57
1574729562.355781,57
1574729562.459551,58
1574729562.563324,57
1574729562.670425,58
1574729562.777799,58
1574729562.881768,60
1574729562.984684,60
1574729563.089031,60
1574729563.193005,59
1574729563.296586,62
1574729563.400886,61
1574729563.504623,60
1574729563.606928,61
1574729563.714069,61
1574729563.824769,62
1574729563.928245,62
1574729564.035550,60
1574729564.138319,62
1574729564.244103,61
1574729564.346736,61
1574729564.451862,61
1574729564.555189,62
1574729564.658400,62
1574729564.761902,61
1574729564.865827,61
1574729564.971061,61
1574729565.074342,62
1574729565.176955,63
1574729565.284031,63
1574729565.386438,62
1574729565.490587,62
1574729565.593726,63
1574729565.698512,64
1574729565.803823,62
1574729565.907234,63
1574729566.013051,62
1574729566.116251,65
1574729566.219206,75
1574729566.323179,75
1574729566.426863,76
1574729566.532737,84
1574729566.637891,85
1574729566.754771,94
1574729566.869777,93
1574729566.972782,66
1574729567.075465,66
1574729567.178305,77
1574729567.282266,78
1574729567.386335,76
1574729567.489415,79
1574729567.594920,86
1574729567.698849,94
1574729567.801559,94
1574729567.905589,86
1574729568.009230,67
1574729568.115963,67
1574729568.219661,67
1574729568.323027,67
1574729568.427725,67
1574729568.531458,68
1574729568.634848,67
1574729568.739175,70
1574729568.850702,68
1574729568.953593,76
1574729569.063740,76
1574729569.168327,79
1574729569.272541,79
1574729569.377599,89
1574729569.484799,87
1574729569.588659,94
1574729569.691137,95
1574729569.799814,74
1574729569.905523,74
1574729570.009837,69
1574729570.113785,69
1574729570.221157,69
1574729570.325031,69
1574729570.438308,70
1574729570.541271,72
1574729570.644753,72
1574729570.748409,72
1574729570.850434,71
1574729570.953942,70
1574729571.057693,70
1574729571.161719,72
1574729571.265918,71
1574729571.369892,72
1574729571.489694,72
1574729571.599469,70
1574729571.705152,70
1574729571.807713,72
1574729571.920403,71
1574729572.023083,72
1574729572.126709,72
1574729572.230254,73
1574729572.334947,72
1574729572.438033,72
1574729572.541627,74
1574729572.644761,74
1574729572.750965,73
1574729572.854577,74
1574729572.957795,73
1574729573.061736,74
1574729573.166386,73
1574729573.270446,73
1574729573.373677,74
1574729573.479121,75
1574729573.583799,74
1574729573.687638,74
1574729573.792700,75
1574729573.897112,75
1574729574.003675,74
1574729574.107149,75
1574729574.213486,75
1574729574.316515,75
1574729574.419686,76
1574729574.522880,75
1574729574.633954,75
1574729574.739419,75
1574729574.842806,77
1574729574.945582,76
1574729575.050898,77
1574729575.154324,76
1574729575.257283,77
1574729575.359836,77
1574729575.465993,76
1574729575.570349,77
1574729575.673686,78
1574729575.777615,79
1574729575.881867,85
1574729575.985889,85
1574729576.089219,88
1574729576.193352,88
1574729576.298198,98
1574729576.402730,98
1574729576.505812,95
1574729576.608866,94
1574729576.713081,90
1574729576.816336,98
1574729576.920404,99
1574729577.028529,77
1574729577.133764,77
1574729577.239418,41
1574729577.345686,40
1574729577.449321,40
1574729577.552048,41
1574729577.658150,40
1574729577.760821,41
1574729577.873316,47
1574729577.976808,51
1574729578.082774,61
1574729578.185778,71
1574729578.289159,69
1574729578.395374,44
1574729578.498917,41
1574729578.602205,47
1574729578.709086,51
1574729578.813884,61
1574729578.921131,69
1574729579.025872,69
1574729579.128263,45
1574729579.232026,43
1574729579.336753,42
1574729579.441367,43
1574729579.545044,44
1574729579.651713,44
1574729579.757505,43
1574729579.874257,43
1574729579.987057,45
1574729580.092302,46
1574729580.195627,45
1574729580.299210,45
1574729580.406772,45
1574729580.511055,47
1574729580.614272,45
1574729580.721961,44
1574729580.826282,45
1574729580.930151,47
1574729581.034349,47
1574729581.143330,47
1574729581.246456,46
1574729581.401579,47
1574729581.511222,48
1574729581.614805,48
1574729581.718043,49
1574729581.825837,47
1574729581.928490,47
1574729582.031176,49
1574729582.136356,48
1574729582.240574,50
1574729582.344329,49
1574729582.448287,48
1574729582.559717,49
1574729582.664980,48
1574729582.778017,50
1574729582.881653,49
1574729582.985076,50
1574729583.106241,50
1574729583.211561,51
1574729583.315027,50
1574729583.418042,51
1574729583.520852,52
1574729583.626509,52
1574729583.737056,53
1574729583.840659,53
1574729583.943484,53
1574729584.047526,51
1574729584.150435,55
1574729584.254027,64
1574729584.358056,63
1574729584.461265,63
1574729584.566235,74
1574729584.669328,74
1574729584.773479,83
1574729584.876880,74
1574729584.981340,56
1574729585.085243,60
1574729585.188550,61
1574729585.294249,61
1574729585.402449,69
1574729585.506560,71
1574729585.610314,83
1574729585.717457,83
1574729585.820236,64
1574729585.922804,65
1574729586.026430,56
1574729586.140600,65
1574729586.251601,66
1574729586.354403,66
1574729586.457087,76
1574729586.560538,76
1574729586.672825,85
1574729586.779969,83
1574729586.883060,57
1574729586.986959,59
1574729587.090626,58
1574729587.196597,57
1574729587.301277,58
1574729587.405359,58
1574729587.509673,59
1574729587.614251,57
1574729587.724563,59
1574729587.829051,59
1574729587.933445,58
1574729588.037356,59
1574729588.143726,59
1574729588.248764,59
1574729588.355936,60
1574729588.459059,59
1574729588.572471,58
1574729588.676693,58
1574729588.780753,59
1574729588.885006,61
1574729588.988058,60
1574729589.090690,60
1574729589.193800,60
1574729589.296812,60
1574729589.400985,60
1574729589.507742,61
1574729589.610611,60
1574729589.714751,60
1574729589.819468,60
1574729589.924304,60
1574729590.027723,60
1574729590.134989,61
1574729590.241790,61
1574729590.345829,62
1574729590.449856,62
1574729590.554100,62
1574729590.659183,63
1574729590.769084,64
1574729590.873394,64
1574729590.975980,63
1574729591.081531,63
1574729591.188144,64
1574729591.301570,63
1574729591.404140,65
1574729591.507496,63
1574729591.611621,63
1574729591.717277,62
1574729591.822721,63
1574729591.928648,64
1574729592.032100,66
1574729592.135259,72
1574729592.239193,75
1574729592.342750,75
1574729592.445981,86
1574729592.548866,86
1574729592.653100,93
1574729592.762198,94
1574729592.868490,71
1574729592.972107,68
1574729593.078815,72
1574729593.197325,73
1574729593.304947,76
1574729593.407446,76
1574729593.513516,87
1574729593.616529,92
1574729593.720203,94
1574729593.827644,94
1574729593.931572,68
1574729594.034598,68
1574729594.138108,68
1574729594.241832,67
1574729594.344539,68
1574729594.448928,69
1574729594.553295,70
1574729594.657236,70
1574729594.761247,71
1574729594.864373,76
1574729594.969156,76
1574729595.073675,79
1574729595.178740,79
1574729595.281993,89
1574729595.385938,96
1574729595.490127,93
1574729595.597096,91
1574729595.706302,75
1574729595.826587,69
1574729595.938667,71
1574729596.044881,69
1574729596.150965,70
1574729596.255422,71
1574729596.358532,71
1574729596.463812,70
1574729596.566867,71
1574729596.671200,72
1574729596.774511,72
1574729596.879877,71
1574729596.983310,72
1574729597.086989,72
1574729597.190542,72
1574729597.293655,71
1574729597.398546,72
1574729597.502155,72
1574729597.605531,73
1574729597.708664,72
1574729597.812369,72
1574729597.917036,72
1574729598.026765,72
1574729598.134888,72
1574729598.240261,72
1574729598.350196,72
1574729598.454945,74
1574729598.557208,74
1574729598.660702,74
1574729598.763774,75
1574729598.866698,76
1574729598.972030,74
1574729599.074652,74
1574729599.178365,74
1574729599.282519,75
1574729599.386162,74
1574729599.490454,73
1574729599.594723,75
1574729599.699409,75
1574729599.804703,76
1574729599.909339,76
1574729600.012853,75
1574729600.116841,75
1574729600.220858,75
1574729600.327838,75
1574729600.433462,77
1574729600.540415,76
1574729600.644093,77
1574729600.747628,76
1574729600.850766,76
1574729600.955099,76
1574729601.058774,76
1574729601.164556,77
1574729601.270017,77
1574729601.375501,78
1574729601.479281,77
1574729601.584440,77
1574729601.697593,78
1574729601.802902,78
1574729601.912423,87
1574729602.016781,89
1574729602.121665,88
1574729602.228155,88
1574729602.332298,98
1574729602.437683,98
1574729602.542099,98
1574729602.645859,95
1574729602.750659,94
1574729602.855726,95
1574729602.959955,97
1574729603.064012,96
1574729603.169921,79
1574729603.273702,80
1574729603.377255,79
1574729603.484925,80
1574729603.589330,80
1574729603.693045,81
1574729603.797561,81
1574729603.909770,85
1574729604.022784,86
1574729604.126366,83
